ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
MIST,Milestone Pharmaceuticals Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001408443,BBG009DR4MN8,BBG009DR4MP6,2024-04-19T00:00:00Z
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001847440,,,2024-04-19T00:00:00Z
MITK,"Mitek Systems, Inc.",stocks,us,XNAS,CS,True,usd,0000807863,BBG000BP3D45,BBG001S5T6P3,2024-04-19T00:00:00Z
MITQ,"Moving iMage Technologies, Inc.",stocks,us,XASE,CS,True,usd,0001770236,BBG011MHCWP3,BBG011MHCWQ2,2024-04-19T00:00:00Z
MITT,"AG MORTGAGE INVESTMENT TRUST, INC.",stocks,us,XNYS,CS,True,usd,0001514281,BBG001KJLYZ7,BBG001V0PK00,2024-04-19T00:00:00Z
MKC,"McCormick & Company, Incorporated Non-VTG CS",stocks,us,XNYS,CS,True,usd,0000063754,BBG000G6Y5W4,BBG001S79S19,2024-04-19T00:00:00Z
MKC.V,"McCormick & Company, Incorporated Voting CS",stocks,us,XNYS,CS,True,usd,0000063754,BBG000FJ52G4,BBG001SB2WB7,2024-04-19T00:00:00Z
MKFG,Markforged Holding Corporation,stocks,us,XNYS,CS,True,usd,0001816613,BBG00X7WQC22,BBG00X7WQC31,2024-04-19T00:00:00Z
MKL,Markel Group Inc.,stocks,us,XNYS,CS,True,usd,0001096343,BBG000FC7366,BBG001S9ZK95,2024-04-19T00:00:00Z
MKSI,MKS Instruments Inc,stocks,us,XNAS,CS,True,usd,0001049502,BBG000BVMG26,BBG001SBB6Q8,2024-04-19T00:00:00Z
MKTW,"MarketWise, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001805651,BBG00VWBGTZ2,BBG00VWBGV05,2024-04-19T00:00:00Z
MKTX,MarketAxess Holdings Inc.,stocks,us,XNAS,CS,True,usd,0001278021,BBG000BJBZ23,BBG001S8R6K4,2024-04-19T00:00:00Z
ML,MoneyLion Inc.,stocks,us,XNYS,CS,True,usd,0001807846,BBG00VHZZP65,BBG00VHZZP74,2024-04-19T00:00:00Z
MLAB,Mesa Laboratories Inc,stocks,us,XNAS,CS,True,usd,0000724004,BBG000BP3PW7,BBG001S5T762,2024-04-19T00:00:00Z
MLEC,Moolec Science SA Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001937737,,,2024-04-19T00:00:00Z
MLGO,"MicroAlgo, Inc. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001800392,,,2024-04-19T00:00:00Z
MLI,"Mueller Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000089439,BBG000C6W444,BBG001S6PVC4,2024-04-19T00:00:00Z
MLKN,"MillerKnoll, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000066382,BBG000BP46T2,BBG001S5T771,2024-04-19T00:00:00Z
MLM,Martin Marietta Materials,stocks,us,XNYS,CS,True,usd,0000916076,BBG000BGYMH7,BBG001S7QC51,2024-04-19T00:00:00Z
MLNK,"MeridianLink, Inc.",stocks,us,XNYS,CS,True,usd,0001834494,BBG002ZYMKQ5,BBG002ZYMKR4,2024-04-19T00:00:00Z
MLP,Maui Land & Pineapple Co.,stocks,us,XNYS,CS,True,usd,0000063330,BBG000BB52X6,BBG001S5T7D4,2024-04-19T00:00:00Z
MLR,"Miller Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000924822,BBG000BXFWH9,BBG001S7BMD6,2024-04-19T00:00:00Z
MLSS,"Milestone Scientific, Inc. Common Stock",stocks,us,XASE,CS,True,usd,0000855683,BBG000JJP0K7,BBG001SB7BF4,2024-04-19T00:00:00Z
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001821586,BBG00XQZQTS9,BBG00XQZQVP7,2024-04-19T00:00:00Z
MLYS,"Mineralys Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001933414,BBG00ZXN1GN3,BBG00ZXN1GR9,2024-04-19T00:00:00Z
MMA,Alta Global Group Limited,stocks,us,XASE,CS,True,usd,0001981519,,,2024-04-19T00:00:00Z
MMAT,Meta Materials Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001431959,BBG000K6Y764,BBG001T3WTK8,2024-04-19T00:00:00Z
MMC,"Marsh & McLennan Companies, Inc.",stocks,us,XNYS,CS,True,usd,0000062709,BBG000BP4MH0,BBG001S5T7M4,2024-04-19T00:00:00Z
MMI,MARCUS & MILLICHAP,stocks,us,XNYS,CS,True,usd,0001578732,BBG005GBRSR6,BBG005GBRSS5,2024-04-19T00:00:00Z
MMLP,Martin Midstream Partners LP,stocks,us,XNAS,CS,True,usd,0001176334,BBG000NMJFC8,BBG001SGDV17,2024-04-19T00:00:00Z
MMM,3M Company,stocks,us,XNYS,CS,True,usd,0000066740,BBG000BP52R2,BBG001S5T7X2,2024-04-19T00:00:00Z
MMS,"MAXIMUS, Inc.",stocks,us,XNYS,CS,True,usd,0001032220,BBG000BC5WJ4,BBG001S6G4K5,2024-04-19T00:00:00Z
MMSI,Merit Medical Systems Inc,stocks,us,XNAS,CS,True,usd,0000856982,BBG000C42VX0,BBG001S6KLT3,2024-04-19T00:00:00Z
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001874074,,,2024-04-19T00:00:00Z
MMYT,MakeMyTrip Limited,stocks,us,XNAS,CS,True,usd,0001495153,,,2024-04-19T00:00:00Z
MNDO,Mind CTI Ltd,stocks,us,XNAS,CS,True,usd,0001119083,,,2024-04-19T00:00:00Z
MNDR,Mobile-health Network Solutions Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001976695,,,2024-04-19T00:00:00Z
MNDY,monday.com Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001845338,,,2024-04-19T00:00:00Z
MNKD,Mannkind Corporation,stocks,us,XNAS,CS,True,usd,0000899460,BBG000PPL3G9,BBG001SLLLY3,2024-04-19T00:00:00Z
MNMD,Mind Medicine (MindMed) Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001813814,BBG00F13HYQ7,BBG001TCSL84,2024-04-19T00:00:00Z
MNOV,"Medicinova, Inc.",stocks,us,XNAS,CS,True,usd,0001226616,BBG000RDP030,BBG001SNG8P4,2024-04-19T00:00:00Z
MNPR,Monopar Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001645469,BBG00J7K8D90,BBG00J7K8DB7,2024-04-19T00:00:00Z
MNRO,"Monro, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000876427,BBG000C0BZD1,BBG001S62LS4,2024-04-19T00:00:00Z
MNSB,"MainStreet Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001693577,BBG000QRB2P7,BBG001SNH4N4,2024-04-19T00:00:00Z
MNSBP,"MainStreet Bancshares, Inc. Depositary Shares",stocks,us,XNAS,CS,True,usd,0001693577,,,2024-04-19T00:00:00Z
MNST,Monster Beverage Corporation,stocks,us,XNAS,CS,True,usd,0000865752,BBG008NVB1C0,BBG008NVB1F7,2024-04-19T00:00:00Z
MNTK,"Montauk Renewables, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001826600,BBG00YHYK2C2,BBG00YHYK376,2024-04-19T00:00:00Z
MNTN,Everest Consolidator Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001863719,BBG014FP36M7,BBG014FP37G2,2024-04-19T00:00:00Z
MNTS,Momentus Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001781162,BBG00QJCX1H8,BBG00QJCX277,2024-04-19T00:00:00Z
MNTX,"Manitex International, Inc.",stocks,us,XNAS,CS,True,usd,0001302028,BBG000L96Q11,BBG001SJY1X9,2024-04-19T00:00:00Z
MNY,MoneyHero Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001974044,,,2024-04-19T00:00:00Z
MO,"Altria Group, Inc.",stocks,us,XNYS,CS,True,usd,0000764180,BBG000BP6LJ8,BBG001S5T8T5,2024-04-19T00:00:00Z
MOBX,"Mobix Labs, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001855467,BBG011MS0NB7,BBG011MS0P59,2024-04-19T00:00:00Z
MOD,Modine Manufacturing Co,stocks,us,XNYS,CS,True,usd,0000067347,BBG000BP7CL4,BBG001S5T913,2024-04-19T00:00:00Z
MODD,"Modular Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001074871,BBG000GMGQR9,BBG001SPX9K3,2024-04-19T00:00:00Z
MODG,Topgolf Callaway Brands Corp.,stocks,us,XNYS,CS,True,usd,0000837465,BBG000CPCVY1,BBG001S70DV8,2024-04-19T00:00:00Z
MODN,"MODEL N, INC.",stocks,us,XNYS,CS,True,usd,0001118417,BBG000GQ39H3,BBG001SQGHS4,2024-04-19T00:00:00Z
MODV,ModivCare Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001220754,BBG000P1B7C8,BBG001SL2C10,2024-04-19T00:00:00Z
MOFG,MidWestOne Financial Group,stocks,us,XNAS,CS,True,usd,0001412665,BBG000BQVV88,BBG001SCDXR4,2024-04-19T00:00:00Z
MOG.A,Moog Inc.,stocks,us,XNYS,CS,True,usd,0000067887,BBG000BP7RH6,BBG001S5T922,2024-04-19T00:00:00Z
MOG.B,MOOG INC CL B,stocks,us,XNYS,CS,True,usd,0000067887,BBG000BP8360,BBG001S5T931,2024-04-19T00:00:00Z
MOGO,Mogo Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001602842,BBG00PK930R9,BBG001S8J9P2,2024-04-19T00:00:00Z
MOH,"Molina Healthcare, Inc.",stocks,us,XNYS,CS,True,usd,0001179929,BBG000MBHNC8,BBG001SKBQ20,2024-04-19T00:00:00Z
MOND,"Mondee Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001828852,BBG00YV3T271,BBG00YV3T280,2024-04-19T00:00:00Z
MORF,"Morphic Holding, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001679363,BBG00PBD6W06,BBG00PBD6WR7,2024-04-19T00:00:00Z
MORN,"Morningstar, Inc.",stocks,us,XNAS,CS,True,usd,0001289419,BBG000CGQ4F7,BBG001SC6FV6,2024-04-19T00:00:00Z
MOS,The Mosaic Company,stocks,us,XNYS,CS,True,usd,0001285785,BBG000BFXHL6,BBG001S7LJN1,2024-04-19T00:00:00Z
MOV,"Movado Group, Inc.",stocks,us,XNYS,CS,True,usd,0000072573,BBG000BL30Y9,BBG001S8FWS2,2024-04-19T00:00:00Z
MOVE,Movano Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001734750,BBG00X0V8H84,BBG00X0V8H93,2024-04-19T00:00:00Z
MP,MP Materials Corp.,stocks,us,XNYS,CS,True,usd,0001801368,BBG00TJGL0F0,BBG00TJGL0T5,2024-04-19T00:00:00Z
MPAA,"Motorcar Parts of America, Inc.",stocks,us,XNAS,CS,True,usd,0000918251,BBG000BJS1P5,BBG001S7VFF7,2024-04-19T00:00:00Z
MPB,"Mid Penn Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0000879635,BBG000BB7F65,BBG001S5T0G6,2024-04-19T00:00:00Z
MPC,MARATHON PETROLEUM CORPORATION,stocks,us,XNYS,CS,True,usd,0001510295,BBG001DCCGR8,BBG001S169P1,2024-04-19T00:00:00Z
MPLN,MultiPlan Corporation,stocks,us,XNYS,CS,True,usd,0001793229,BBG00RLZ9M74,BBG00RLZ9M83,2024-04-19T00:00:00Z
MPLX,MPLX LP,stocks,us,XNYS,CS,True,usd,0001552000,BBG0035TJGV4,BBG0035TJHL3,2024-04-19T00:00:00Z
MPTI,"M-tron Industries, Inc.",stocks,us,XASE,CS,True,usd,0001902314,BBG0029PQVH5,BBG0029PQVJ3,2024-04-19T00:00:00Z
MPU,Mega Matrix Corp.,stocks,us,XASE,CS,True,usd,0001036848,BBG000B9WP24,BBG001S5NCK1,2024-04-19T00:00:00Z
MPW,Medical Properties Trust,stocks,us,XNYS,CS,True,usd,0001287865,BBG000BGRB25,BBG001S7WM61,2019-01-03T00:00:00Z
MPWR,"Monolithic Power Systems, Inc.",stocks,us,XNAS,CS,True,usd,0001280452,BBG000C30L48,BBG001SDRGP6,2024-04-19T00:00:00Z
MPX,Marine Products Corp.,stocks,us,XNYS,CS,True,usd,0001129155,BBG000BC0955,BBG001S6HCC5,2024-04-19T00:00:00Z
MQ,"Marqeta, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001522540,BBG0112Z87D8,BBG0112Z8873,2024-04-19T00:00:00Z
MRAI,"Marpai, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001844392,BBG011WQW2R4,BBG011WQW3M7,2024-04-19T00:00:00Z
MRAM,"Everspin Technologies, Inc",stocks,us,XNAS,CS,True,usd,0001438423,BBG000N7MXY4,BBG001T53643,2024-04-19T00:00:00Z
MRBK,Meridian Corporation,stocks,us,XNAS,CS,True,usd,0001750735,BBG000QRG7X2,BBG001SNH9L5,2024-04-19T00:00:00Z
MRC,MRC GLOBAL INC.,stocks,us,XNYS,CS,True,usd,0001439095,BBG000BKLTM1,BBG001SN9P56,2024-04-19T00:00:00Z
MRCC,Monroe Capital Corporation,stocks,us,XNAS,CS,True,usd,0001512931,BBG001KFNK01,BBG001V0NY75,2024-04-19T00:00:00Z
MRCY,Mercury Systems Inc.,stocks,us,XNAS,CS,True,usd,0001049521,BBG000BX5GS3,BBG001SBFLT8,2024-04-19T00:00:00Z
MRDB,MariaDB plc,stocks,us,XNYS,CS,True,usd,0001929589,,,2024-04-19T00:00:00Z
MRIN,MARIN SOFTWARE INCORPORATED,stocks,us,XNAS,CS,True,usd,0001389002,BBG001M6NQK4,BBG001V10GH6,2024-04-19T00:00:00Z
MRK,"Merck & Co., Inc.",stocks,us,XNYS,CS,True,usd,0000310158,BBG000BPD168,BBG001S5TC52,2024-04-19T00:00:00Z
MRKR,"Marker Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001094038,BBG000GMZP09,BBG001SKLLN7,2024-04-19T00:00:00Z
MRNA,"Moderna, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001682852,BBG003PHHZT1,BBG003PHHZV8,2024-04-19T00:00:00Z
MRNO,Murano Global Investments PLC Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001988776,,,2024-04-19T00:00:00Z
MRNS,"Marinus Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,0001267813,BBG00253KMF6,BBG00253KMG5,2024-04-19T00:00:00Z
MRO,Marathon Oil Corporation,stocks,us,XNYS,CS,True,usd,0000101778,BBG000C8H633,BBG001S69V69,2024-04-19T00:00:00Z
MRSN,"Mersana Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001442836,BBG001CPSVF3,BBG001TZ57P0,2024-04-19T00:00:00Z
MRT,"Marti Technologies, Inc.",stocks,us,XASE,CS,True,usd,0001852767,BBG00ZXBPJV8,BBG00ZXBPJW7,2024-04-19T00:00:00Z
MRTN,Marten Transport Ltd,stocks,us,XNAS,CS,True,usd,0000799167,BBG000BPDJM1,BBG001S5TCK5,2024-04-19T00:00:00Z
MRUS,Merus N.V. Common Shares,stocks,us,XNAS,CS,True,usd,0001651311,,,2024-04-19T00:00:00Z
MRVI,"Maravai LifeSciences Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001823239,BBG00Y1DFV91,BBG00Y1DFW44,2024-04-19T00:00:00Z
MRVL,"Marvell Technology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001835632,BBG00ZXBJ153,BBG00ZXBJ162,2024-04-19T00:00:00Z
MS,Morgan Stanley,stocks,us,XNYS,CS,True,usd,0000895421,BBG000BLZRJ2,BBG001S9V5Z3,2024-04-19T00:00:00Z
MSA,Mine Safety Incorporated,stocks,us,XNYS,CS,True,usd,0000066570,BBG000BPDXF8,BBG001S5TCN2,2024-04-19T00:00:00Z
MSAI,"MultiSensor AI Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001863990,BBG012TGHCT1,BBG012TGHD28,2024-04-19T00:00:00Z
MSB,Mesabi Trust,stocks,us,XNYS,CS,True,usd,0000065172,BBG000BPFCM4,BBG001S5TCR8,2024-04-19T00:00:00Z
MSBI,"Midland States Bancorp, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001466026,BBG000G2ZK31,BBG001SMZRY3,2024-04-19T00:00:00Z
MSCI,"MSCI, Inc.",stocks,us,XNYS,CS,True,usd,0001408198,BBG000RTDY25,BBG001SV8B05,2024-04-19T00:00:00Z
MSDL,Morgan Stanley Direct Lending Fund,stocks,us,XNYS,CS,True,usd,0001782524,BBG00R40RNG8,BBG00R40RNH7,2024-04-19T00:00:00Z
MSEX,Middlesex Water Co,stocks,us,XNAS,CS,True,usd,0000066004,BBG000BPGQ60,BBG001S5TCZ9,2024-04-19T00:00:00Z
MSFT,Microsoft Corp,stocks,us,XNAS,CS,True,usd,0000789019,BBG000BPH459,BBG001S5TD05,2024-04-19T00:00:00Z
MSGE,Madison Square Garden Entertainment Corp.,stocks,us,XNYS,CS,True,usd,0001952073,BBG019980TD4,BBG019980TF2,2024-04-19T00:00:00Z
MSGM,Motorsport Games Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001821175,BBG00YM466G5,BBG00YM46791,2024-04-19T00:00:00Z
MSGS,Madison Square Garden Sports Corp.,stocks,us,XNYS,CS,True,usd,0001636519,BBG007FG0C23,BBG007FG0C32,2024-04-19T00:00:00Z
MSI,"Motorola Solutions, Inc. New",stocks,us,XNYS,CS,True,usd,0000068505,BBG000BP8Z50,BBG001S5T9L1,2024-04-19T00:00:00Z
MSM,"MSC Industrial Direct Co., Inc. Class A",stocks,us,XNYS,CS,True,usd,0001003078,BBG000BCLYL9,BBG001S5TD87,2024-04-19T00:00:00Z
MSN,Emerson Radio Corp.,stocks,us,XASE,CS,True,usd,0000032621,BBG000C33CS9,BBG001S6F7V7,2024-04-19T00:00:00Z
MSS,Maison Solutions Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001892292,BBG01GS7HFT4,BBG01GS7HGN8,2024-04-19T00:00:00Z
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,stocks,us,XNAS,CS,True,usd,0001882464,,,2024-04-19T00:00:00Z
MSTR,MicroStrategy Inc,stocks,us,XNAS,CS,True,usd,0001050446,BBG000GQJPZ0,BBG001SC7PX1,2024-04-19T00:00:00Z
MT,ArcelorMittal,stocks,us,XNYS,CS,True,usd,0001243429,BBG000BJH5W0,BBG001S8JFB3,2024-04-19T00:00:00Z
MTA,Metalla Royalty & Streaming Ltd.,stocks,us,XASE,CS,True,usd,0001722606,BBG000HM5YW7,BBG001SF89W0,2024-04-19T00:00:00Z
MTAL,Metals Acquisition Limited,stocks,us,XNYS,CS,True,usd,0001950246,,,2024-04-19T00:00:00Z
MTB,M&T Bank Corp.,stocks,us,XNYS,CS,True,usd,0000036270,BBG000D9KWL9,BBG001S7S2B4,2024-04-19T00:00:00Z
MTC,"MMTec, Inc. Common Shares",stocks,us,XNAS,CS,True,usd,0001742518,,,2024-04-19T00:00:00Z
MTCH,"Match Group, Inc",stocks,us,XNAS,CS,True,usd,0000891103,BBG00VT0KNC3,BBG00VT0KP47,2024-04-19T00:00:00Z
MTD,Mettler-Toledo International,stocks,us,XNYS,CS,True,usd,0001037646,BBG000BZCKH3,BBG001SB87G1,2024-04-19T00:00:00Z
MTDR,MATADOR RESOURCES COMPANY,stocks,us,XNYS,CS,True,usd,0001520006,BBG000JCPGZ1,BBG001T3L5S4,2024-04-19T00:00:00Z
MTEK,Maris-Tech Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001872964,,,2024-04-19T00:00:00Z
MTEM,"Molecular Templates, Inc.",stocks,us,XNAS,CS,True,usd,0001183765,BBG000NRVRG3,BBG001SKWPZ3,2024-04-19T00:00:00Z
MTEN,Mingteng International Corporation Inc. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001948099,,,2024-04-19T00:00:00Z
MTEX,Mannatech Inc.,stocks,us,XNAS,CS,True,usd,0001056358,BBG000C24TS3,BBG001SBT652,2024-04-19T00:00:00Z
MTG,MGIC Investment Corp.,stocks,us,XNYS,CS,True,usd,0000876437,BBG000CBMH27,BBG001S6SFR0,2024-04-19T00:00:00Z
MTH,Meritage Homes Corporation,stocks,us,XNYS,CS,True,usd,0000833079,BBG000F4F1N0,BBG001S9F527,2024-04-19T00:00:00Z
MTN,"Vail Resorts, Inc.",stocks,us,XNYS,CS,True,usd,0000812011,BBG000BCMWM1,BBG001S5TFD6,2024-04-19T00:00:00Z
MTNB,"Matinas BioPharma Holdings, Inc.",stocks,us,XASE,CS,True,usd,0001582554,BBG005WX2XG8,BBG005WX2XH7,2024-04-19T00:00:00Z
MTR,Mesa Royalty Trust,stocks,us,XNYS,CS,True,usd,0000313364,BBG000BPKG12,BBG001S5TFR1,2024-04-19T00:00:00Z
MTRN,Materion Corporation,stocks,us,XNYS,CS,True,usd,0001104657,BBG000BDTT76,BBG001S5PFQ6,2024-04-19T00:00:00Z
MTRX,Matrix Service Co,stocks,us,XNAS,CS,True,usd,0000866273,BBG000C4TPX4,BBG001S6MM91,2024-04-19T00:00:00Z
MTSI,"MACOM Technology Solutions Holdings, Inc",stocks,us,XNAS,CS,True,usd,0001493594,BBG000LJQ3H1,BBG001T4BB37,2024-04-19T00:00:00Z
MTTR,"Matterport, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001819394,BBG00XS0FV56,BBG00XS0FV65,2024-04-19T00:00:00Z
MTUS,Metallus Inc.,stocks,us,XNYS,CS,True,usd,0001598428,BBG0057SF1Z2,BBG0057SF208,2024-04-19T00:00:00Z
MTW,"The Manitowoc Company, Inc.",stocks,us,XNYS,CS,True,usd,0000061986,BBG000D2M6H4,BBG001S7C7S2,2024-04-19T00:00:00Z
MTX,Minerals Technologies Inc,stocks,us,XNYS,CS,True,usd,0000891014,BBG000BB61F7,BBG001S5TFZ2,2024-04-19T00:00:00Z
MTZ,"MasTec, Inc.",stocks,us,XNYS,CS,True,usd,0000015615,BBG000DYXD23,BBG001S95HF8,2024-04-19T00:00:00Z
MU,"Micron Technology, Inc.",stocks,us,XNAS,CS,True,usd,0000723125,BBG000C5Z1S3,BBG001S6P675,2024-04-19T00:00:00Z
MULN,"Mullen Automotive, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001499961,BBG003GMH2G7,BBG003GMH366,2024-04-19T00:00:00Z
MUR,Murphy Oil Corp.,stocks,us,XNYS,CS,True,usd,0000717423,BBG000BPMH90,BBG001S5TG80,2024-04-19T00:00:00Z
MURA,Mural Oncology plc Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001971543,,,2024-04-19T00:00:00Z
MUSA,MURPHY USA INC.,stocks,us,XNYS,CS,True,usd,0001573516,BBG001Z0Q6T5,BBG001Z0Q6V2,2024-04-19T00:00:00Z
MUX,McEwen Mining Inc.,stocks,us,XNYS,CS,True,usd,0000314203,BBG000BW6CN8,BBG001S5X3Z4,2024-04-19T00:00:00Z
MVBF,MVB Financial Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001277902,BBG000BPFFJ1,BBG001SDT8M5,2024-04-19T00:00:00Z
MVIS,Microvision Inc,stocks,us,XNAS,CS,True,usd,0000065770,BBG000BVKXQ5,BBG001S74TH5,2024-04-19T00:00:00Z
MVO,MV Oil Trust,stocks,us,XNYS,CS,True,usd,0001371782,BBG000C0DP78,BBG001SKBXD3,2024-04-19T00:00:00Z
MVST,"Microvast Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001760689,BBG00NKS36M4,BBG00NKS36P1,2024-04-19T00:00:00Z
MWA,"Mueller Water Products, Inc.",stocks,us,XNYS,CS,True,usd,0001350593,BBG000JBC9M7,BBG001SNQZ91,2024-04-19T00:00:00Z
MWG,Multi Ways Holdings Limited,stocks,us,XASE,CS,True,usd,0001941500,,,2024-04-19T00:00:00Z
MX,Magnachip Semiconductor Corp.,stocks,us,XNYS,CS,True,usd,0001325702,BBG000T5QV18,BBG001SZ97W9,2024-04-19T00:00:00Z
MXC,Mexco Energy Corporation,stocks,us,XASE,CS,True,usd,0000066418,BBG000BQJDY3,BBG001S6X6C0,2024-04-19T00:00:00Z
MXCT,"MaxCyte, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001287098,BBG00R1W85V4,BBG00CFTQNG7,2024-04-19T00:00:00Z
MXL,"MaxLinear, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001288469,BBG000BB6R33,BBG001S6MZV7,2024-04-19T00:00:00Z
MYE,"Myers Industries, Inc.",stocks,us,XNYS,CS,True,usd,0000069488,BBG000BPQ0F6,BBG001S5TH97,2024-04-19T00:00:00Z
MYFW,"First Western Financial, Inc.",stocks,us,XNAS,CS,True,usd,0001327607,BBG000BK7L26,BBG001SN3RQ5,2024-04-19T00:00:00Z
MYGN,Myriad Genetics Inc,stocks,us,XNAS,CS,True,usd,0000899923,BBG000D9H9F1,BBG001S86FS9,2024-04-19T00:00:00Z
MYMD,"MyMD Pharmaceuticals, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0001321834,BBG000RP05T1,BBG001SFSSG4,2024-04-19T00:00:00Z
MYNZ,Mainz Biomed N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001874252,,,2024-04-19T00:00:00Z
MYO,Myomo Inc.,stocks,us,XASE,CS,True,usd,0001369290,BBG002B0JJV6,BBG002B0JJW5,2024-04-19T00:00:00Z
MYPS,"PLAYSTUDIOS, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001823878,BBG00Y1RQ9M2,BBG00Y1RQ9N1,2024-04-19T00:00:00Z
MYRG,"MYR Group, Inc.",stocks,us,XNAS,CS,True,usd,0000700923,BBG000BC7VW9,BBG001S8GYM3,2024-04-19T00:00:00Z
MYSZ,"My Size, Inc",stocks,us,XNAS,CS,True,usd,0001211805,BBG00DG7N9N8,BBG001SCG5V7,2024-04-19T00:00:00Z
NA,Nano Labs Ltd Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001872302,,,2024-04-19T00:00:00Z
NABL,"N-able, Inc.",stocks,us,XNYS,CS,True,usd,0001834488,BBG00YJKWXD8,BBG00YJKWXF6,2024-04-19T00:00:00Z
NAII,Natural Alternatives International Inc.,stocks,us,XNAS,CS,True,usd,0000787253,BBG000D3ZK05,BBG001S7FBJ0,2024-04-19T00:00:00Z
NAK,"Northern Dynasty Minerals, Ltd.",stocks,us,XASE,CS,True,usd,0001164771,BBG000BWM9L9,BBG001S77X29,2024-04-19T00:00:00Z
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001936258,,,2024-04-19T00:00:00Z
NAOV,"NanoVibronix, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001326706,BBG008LFXN26,BBG008LFXNV4,2024-04-19T00:00:00Z
NAPA,"The Duckhorn Portfolio, Inc.",stocks,us,XNYS,CS,True,usd,0001835256,BBG00ZF3LG28,BBG00ZF3LGX4,2024-04-19T00:00:00Z
NARI,"Inari Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001531048,BBG009J8K7M0,BBG009J8K7N9,2024-04-19T00:00:00Z
NAT,Nordic American Tanker,stocks,us,XNYS,CS,True,usd,0001000177,,,2024-04-19T00:00:00Z
NATH,Nathan's Famous Inc,stocks,us,XNAS,CS,True,usd,0000069733,BBG000B9ZJN2,BBG001S5Q337,2024-04-19T00:00:00Z
